Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Moulding Retainers,15136PK,"11/64"" (4.50mm) Hole Size 9mm Stem Length 8.00 x 15.00mm Top Head Size","11/64"" (4.50mm) Hole Size 9mm Stem Length 8.00 x 15.00mm Top Head Size White Nylon",White Nylon,25 Pcs.,lnfiniti # 76882-6P000
Moulding Retainers,12036PK,18.00 x 25.00mm Head Size 29mm Overall Length,18.00 x 25.00mm Head Size 29mm Overall Length White Nylon Body Side lnfiniti,White Nylon,15 Pcs.,
