Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Clips Door Rod End Metric,10234PK,3.90mm Rod Size 7mm Hole Size Right Hand Side,3.90mm Rod Size 7mm Hole Size Right Hand Side Pink Nylon Door Rod End Clips,,25 Pcs.,Honda # 72111-S9V-A00
Clips Door Rod End Metric,9731PK,4mm Rod Size 6mm Hole Size,4mm Rod Size 6mm Hole Size Orange Nylon Door Lock Rod Clips,Orange Nylon,100 Pcs.,"G.M. # 16606936, 16633853"
Clips Door Rod End Metric,10231PK,4mm Rod Size 6mm Hole Size Left Hand Side,4mm Rod Size 6mm Hole Size Left Hand Side Yellow Nylon Door Rod End Clips,Yellow Nylon,25 Pcs.,Honda # 72174-SM4-003
Clips Door Rod End Metric,10232PK,4mm Rod Size 6mm Hole Size Right Hand Side,4mm Rod Size 6mm Hole Size Right Hand Side Purple Nylon Door Rod End Clips,Purple Nylon,25 Pcs.,Honda # 72134-SM4-003
Clips Door Rod End Metric,10197PK,4mm Rod Size 6.50mm Hole Size Left Hand Side,4mm Rod Size 6.50mm Hole Size Left Hand Side Blue Nylon Door Rod End Clips Doors,Blue Nylon,25 Pcs.,Nissan # 80533-89900
Clips Door Rod End Metric,10196PK,4mm Rod Size 6.50mm Hole Size Right Hand Side,4mm Rod Size 6.50mm Hole Size Right Hand Side Orange Nylon Door Rod End Clips,Orange Nylon,25 Pcs.,Nissan # 80532-89900
Clips Door Rod End Metric,10216PK,4.20mm Rod Size 6mm Hole Size Left Hand Side,4.20mm Rod Size 6mm Hole Size Left Hand Side Purple Nylon Door Rod End Clips,Purple Nylon,25 Pcs.,Honda # 72116-SM4-003
Clips Door Rod End Metric,10217PK,4.20mm Rod Size 6mm Hole Size Right Hand Side,4.20mm Rod Size 6mm Hole Size Right Hand Side Orange Nylon Door Rod End Clips,Orange Nylon,25 Pcs.,Honda # 72116-SV4-003
Clips Door Rod End Metric,10201PK,4.20mm Rod Size 6.50mm Hole Size Left Hand Side,4.20mm Rod Size 6.50mm Hole Size Left Hand Side Natural Nylon Door Rod End Clips,Natural Nylon,25 Pcs.,Nissan # 80533-01R00
Clips Door Rod End Metric,10200PK,4.20mm Rod Size 6.50mm Hole Size Right Hand Side,4.20mm Rod Size 6.50mm Hole Size Right Hand Side Yellow Nylon Door Rod End Clips,Yellow Nylon,25 Pcs.,Nissan # 80532-01R00
