Section,Part_Number,Size,Finish,Quantity,OEM_Number
Specialty Nuts,10981PK,#10 (4.80mm) Screw Size,Black Nylon,15 Pcs.,Honda # 90682-SDA-A01
Specialty Nuts,10426PK,#10 (4.80mm) Screw Size,Black Nylon,10 Pcs.,Honda # 91635-SM4-003
Specialty Nuts,13322PK,#10 (4.80mm) Screw Size,Black Nylon,25 Pcs.,V.W. # 6N0-809-966A
Specialty Nuts,11156PK,#10 (4.80mm) Screw Size,White Nylon,25 Pcs.,Nissan # 63846-5V000; Honda # 90683-693-0000 N
Specialty Nuts,1576PK,#10 (4.80mm) Screw Size,Natural Nylon,25 Pcs.,"Nissan # 01281-00023, 01281-00231 T"
Specialty Nuts,11036PK,#10 (4.80mm) Screw Size,Natural Nylon,15 Pcs.,Nissan # 01281-01081
Specialty Nuts,12611PK,#10 (4.80mm) Screw Size,White Nylon,25 Pcs.,
Specialty Nuts,10942PK,#10 (4.80mm) Screw Size,Black Nylon,15 Pcs.,V.W. # 357-827-998
Specialty Nuts,11229PK,#10 (4.80mm) Screw Size,White Nylon,25 Pcs.,Ford # W708319-S300 R
Specialty Nuts,10977PK,5-.80mm Screw Size                          2,Natural Nylon,25 Pcs.,"Honda # 90676-SA7-003, 90682-SB0-003"
Specialty Nuts,10775PK,#12 (5.50mm) Screw Size                   25,White Nylon,25 Pcs.,Hyundai # 87756-35000
Specialty Nuts,18102PK,#12 (5.50mm) Screw Size                   25,,25 Pcs.,Nissan # 85099-1MA0A
Specialty Nuts,10745PK,#12 (5.50-6mm) Screw Size                  5,Black Nylon,5 Pcs.,"Toyota # 52535-50060, 52535-0E010"
Specialty Nuts,10794PK,#12 (5.50mm) Screw Size                   25,White Nylon,25 Pcs.,"Toyota # 90189-06193, 90189-06237"
Specialty Nuts,12073PK,#12 (5.50mm) Screw Size                   25,Black Nylon,25 Pcs.,Toyota # 90189-06211
Specialty Nuts,9503PK,#12 (5.50mm) Screw Size                   25,Black Nylon,25 Pcs.,
Specialty Nuts,10551PK,#12 (5.50mm) Screw Size                   15,Natural Nylon,15 Pcs.,G.M. # 11517873
Specialty Nuts,15839PK,#12 (5.50mm) Screw Size                   25,Natural Nylon,25 Pcs.,Ford # W700566-S300
Specialty Nuts,16470PK,#12 (5.50mm) Screw Size                   10,Natural Nylon,10 Pcs.,Hyundai # 86910-22000 T
Specialty Nuts,18164PK,#12 (5.50mm) Screw Size,Black Nylon,25 Pcs.,Toyota # 90189-06236
Specialty Nuts,15812PK,#12 (5.50mm) Screw Size,Black Nylon,25 Pcs.,Toyota # 90189-A0002; Toyota # 90189-06214
Specialty Nuts,13323PK,#12 (5.50mm) Screw Size,White Nylon,15 Pcs.,Subaru # 91084AA010
Specialty Nuts,11389PK,#12 (5.50mm) Screw Size,Black Nylon,15 Pcs.,Toyota # 90189-06065
Specialty Nuts,9912PK,#12 (5.50mm) Screw Size,Black Nylon,15 Pcs.,Toyota # 90189-06028
Specialty Nuts,9136PK,#12 (5.50mm) Screw Size,Natural Nylon,25 Pcs.,Ford # F5RZ-17K657-A
Specialty Nuts,9913PK,#12 (5.50mm) Screw Size,Black Nylon,15 Pcs.,Toyota # 90189-06157
Specialty Nuts,9481PK,#12 (5.50mm) Screw Size,White Nylon,15 Pcs.,
Specialty Nuts,18831PK,6-1.00mm Thread Size                         2,Black Nylon,25 Pcs.,
Specialty Nuts,9101PK,#14 (6.30mm) Screw Size,Natural Nylon,50 Pcs.,Honda # 90656-671-6310M1
Specialty Nuts,9494PK,#14 (6.30mm) Screw Size,Natural Nylon,50 Pcs.,
Specialty Nuts,9872PK,#14 (6.30mm) Screw Size,Natural Nylon,50 Pcs.,G.M. # 380370
Specialty Nuts,17927PK,#14 (6.30mm) Screw Size,Black Nylon,10 Pcs.,G.M. # 25832258
Specialty Nuts,1228PK,#14 (6.30mm) Screw Size,,50 Pcs.,
Specialty Nuts,10461PK,#14 (6.30mm) Screw Size,Black Nylon,15 Pcs.,Ford # N811478-S100
Specialty Nuts,9678PK,#14 (6.30mm) Screw Size,,15 Pcs.,Nissan # 76848-JG00A
Specialty Nuts,9679PK,8 x 17mm Head Size,,25 Pcs.,Nissan # 76847-JG00A
Specialty Nuts,12664PK,#14 (6.30mm) Screw Size,Black Nylon,50 Pcs.,G.M. # 4755299 5 10525PK; G.M. # 22546934
Specialty Nuts,11020PK,#14 (6.30mm) Screw Size,Natural Nylon,25 Pcs.,Nissan # 01281-00331
Specialty Nuts,1605PK,#14 (6.30mm) Screw Size,Black Nylon,25 Pcs.,"Toyota # 90189-06013, 96706-W100"
Specialty Nuts,10550PK,#14 (6.30mm) Screw Size,Black Nylon,15 Pcs.,"G.M. # 15745990, 15289020, 11609535"
Specialty Nuts,13437PK,#14 (6.30mm) Screw Size,Black Nylon,15 Pcs.,Toyota # 52197-22020
Specialty Nuts,10119PK,#14 (6.30mm) Screw Size,Natural Nylon,10 Pcs.,Chrysler # 6027958
Specialty Nuts,11391PK,#14 (6.30mm) Screw Size,White Nylon,10 Pcs.,G.M. # 25704358
Specialty Nuts,1608PK,#14 (6.30-1.81mm) Screw Size,White Nylon,50 Pcs.,Toyota # 90189-06005
Specialty Nuts,15330PK,8mm Square Hole Size,,25 Pcs.,Subaru # 62731-FA010
Specialty Nuts,13440PK,#14 (6.30-1.81mm) Screw Size,,15 Pcs.,Nissan # 26557-2U001
Specialty Nuts,17067PK,"5/16"" (8mm) Hole Size                        2",Natural Nylon,25 Pcs.,Mazda # GA7B-51-146
Specialty Nuts,9079PK,"23/64"" (9mm) Hole Size                       15",White Nylon,15 Pcs.,Toyota # 90189-06114
Specialty Nuts,17086PK,"23/64"" (9mm) Square Hole Size                25",,25 Pcs.,Toyota # 52188-33040
Specialty Nuts,16444PK,"3/8"" (9.40mm) Square Hole Size",Natural Nylon,25 Pcs.,Ford # W711501-S300
Specialty Nuts,15341PK,"25/64"" (10mm) Hole Size                      15",Black Nylon,15 Pcs.,Subaru # 99011FC000NN
Specialty Nuts,10055PK,"15/32"" (12mm) Hole Size                      25",Black Nylon,25 Pcs.,Chrysler # 6504072
Specialty Nuts,16308PK,"15/64"" (6.00mm) Screw Size                 15 P",Black Nylon,15 Pcs.,Ford # W714172-S300 33
Specialty Nuts,13299PK,5mm Stud Diameter,Black Nylon,25 Pcs.,
Flange Nuts,12062PK,11mm Head Size,White Nylon,25 Pcs.,Kia # 86699-2D000
Flange Nuts,13083PK,16mm Head Diameter,Black Nylon,15 Pcs.,Nissan # 76881-JG00A
Flange Nuts,11397PK,18mm Top Head Diameter,Natural Nylon,10 Pcs.,Honda # 91509-SM4-000
Flange Nuts,10999PK,18.00 x 20.00mm Head Size                  10,White Nylon,10 Pcs.,Honda # 90106-SW3-003
Flange Nuts,12075PK,25 x 30mm Head Size,Black Nylon,5 Pcs.,Kia # 86591-25000
Flange Nuts,10971PK,17mm Overall Height,Black Nylon,10 Pcs.,Toyota # 53935-35020
Specialty Nuts,11129PK,22mm Overall Length,Natural Nylon,50 Pcs.,Nissan # 01281-01321 R
Specialty Nuts,15716PK,"9/32"" (7mm) Hole Size                     50 P",White Nylon,50 Pcs.,
Specialty Nuts,13333PK,"9/32"" (7mm) Stud Size                     25 P",Natural Nylon,25 Pcs.,
Specialty Nuts,16456PK,"5/16"" (8mm) Hole Size 13mm Stem Length 13mm He",White Nylon,,Honda # 90601-S30-003
Specialty Nuts,16455PK,"5/16"" (8mm) Hole Size                     25 P",,25 Pcs.,Honda # 91626-TA0-A01
Specialty Nuts,18884PK,"21/64"" (8.50mm) Hole Size                 15 Pc",White Nylon,15 Pcs.,Subaru # 909220013
Specialty Nuts,10498PK,8.75 x 15.75mm Hole Size                  10,,10 Pcs.,"G.M. # 11561382, 11610198"
Specialty Nuts,10973PK,"23/64"" (9mm) Hole Size                    25 Pc",Black Nylon,25 Pcs.,V.W. # 357-853-586D
Specialty Nuts,1404PK,"23/64"" (9mm) Hole Size                    50 Pc",,50 Pcs.,
Specialty Nuts,12477PK,"23/64"" (9mm) Hole Size                    25 Pc",White Nylon,25 Pcs.,
Specialty Nuts,12626PK,"23/64"" (9mm) Hole Size                      50",,50 Pcs.,
Specialty Nuts,18099PK,"23/64"" (9mm) Hole Size                      25",,25 Pcs.,BMW # 51-48-8-126-849 R
Specialty Nuts,18261PK,9.80mm Hole Size,,10 Pcs.,G.M. # 11571225
Push On Nuts / Retainers,16450PK,5mm Stud,Black Nylon,25 Pcs.,
Retainer Nuts,12024PK,10.00 x 11.00mm Hole Size                   25,Black Nylon,25 Pcs.,Ford # W711079-S300
Retainer Nuts,9355PK,"25/64"" (10mm) Hole Size                     50",Black Nylon,50 Pcs.,"Ford # N807994-S, N811169S, W704740-S300, W70"
Retainer Nuts,10781PK,"25/64"" (10mm) Hole Size                     25",Natural Nylon,25 Pcs.,Hyundai # XG300; Kia # 92351-37000
Retainer Nuts,15816PK,"25/64"" (10mm) Hole Size                     10",White Nylon,10 Pcs.,G.M. # 22884291
Retainer Nuts,16374PK,"7/16"" (11mm) Hole Size                       2",Natural Nylon,25 Pcs.,Honda # 90601-SNV-P01
Retainer Nuts,16309PK,"25/64"" (10mm) Hole Size                      10",,10 Pcs.,G.M. # 84221533
Retainer Nuts,13368PK,"7/16"" (11mm) Hole Size                       1",White Nylon,15 Pcs.,G.M. # 11570830
Retainer Nuts,9712PK,"7/16"" (11mm) Hole Size                       5",White Nylon,50 Pcs.,"Ford # N811169-S, W705550-S300 G.M.; Toyota # 90075-10801, 90189-06111"
Retainer Nuts,10526PK,"7/16"" (11mm) Hole Size",Black Nylon,5 Pcs.,"G.M. # 11561655, 11609862, 11610705"
Retainer Nuts,9418PK,11.50 x 15.50mm Hole Size                    1,Black Nylon,10 Pcs.,
Retainer Nuts,15017PK,11.50 x 18.00mm Hole Size                    1,Black Nylon,10 Pcs.,Nissan # 76848-8J010
Retainer Nuts,11127PK,12mm Hole Size,Black Nylon,25 Pcs.,Chrysler # 68084593-AA
Retainer Nuts,10541PK,14.00 x 26.00mm Hole Size                    2,Black Nylon,25 Pcs.,Chrysler # 55156879-AB
Retainer Nuts,11162PK,"19/32"" (15mm) Hole Size                     15",Black Nylon,15 Pcs.,G.M. # 11561987
Retainer Nuts,10554PK,9.00 x 16.00mm Hole Size                    1,Black Nylon,15 Pcs.,Chrysler # 5113360-AA G.M.
Retainer Nuts,11126PK,9.50 x 21.50mm Hole Size                    2,Black Nylon,25 Pcs.,Ford # F50Y-14603-A R
Retainer Nuts,12093PK,"9/32"" (7mm) Hole Size                       25",Natural Nylon,25 Pcs.,Subaru # 91486-KJ000
Retainer Nuts,16387PK,"9/32"" (7mm) Hole Size                       25",,25 Pcs.,Subaru # 91486FL020
Retainer Nuts,12094PK,3mm Pin Diameter,Black Nylon,25 Pcs.,
Retainer Nuts,10959PK,"5/16"" (8mm) Hole Size                       50",Natural Nylon,50 Pcs.,V.W. # 3B0-867-334
Retainer Nuts,10958PK,6mm Pin Diameter,Natural Nylon,25 Pcs.,
Retainer Nuts,12376PK,"23/64"" (9mm) Hole Size                        1",White Nylon,10 Pcs.,Toyota # 90467-10152
Retainer Nuts,12375PK,"23/64"" (9mm) Pin Size                         1",Black Nylon,10 Pcs.,
Retainer Nuts,10467PK,"23/64"" (9mm) Hole Size                        2",White Nylon,25 Pcs.,Chrysler # 6506655AA
Retainer Nuts,11169PK,"23/64"" (9mm) Hole Size                        2",,25 Pcs.,Chrysler # 4784018-AA
Retainer Nuts,10466PK,3mm Pin Diameter,White Nylon,25 Pcs.,
Retainer Nuts,18145PK,"3/8"" (9.50mm) Hole Size",,25 Pcs.,
Retainer Nuts,18255PK,"3/8"" (9.50mm) Hole Size",,25 Pcs.,Ford # W708045-S300
Retainer Nuts,17832PK,"9/32"" (7mm) Hole Size",Black Nylon,25 Pcs.,
Retainer Nuts,10618PK,8.00 x 9.00mm Hole Size,White Nylon,15 Pcs.,Nissan # 80874-0P00
Retainer Nuts,10678PK,4.10mm Pin Diameter                        2,Black Nylon,25 Pcs.,
Retainer Nuts,13255PK,6mm Stud Size,Black Nylon,25 Pcs.,V.W. # 4A0805163 6; V.W. # 4A0-805-121A
Retainer Nuts,11189PK,9.50 x 13.50mm Hole Size                   15,Black Nylon,15 Pcs.,G.M. # 22603044
Retainer Nuts,11190PK,5mm Pin Diameter,Black Nylon,15 Pcs.,
Retainer Nuts,11984PK,5.80mm Stud Size                           2,Black Nylon,25 Pcs.,
Retainer Nuts,11983PK,5.80mm Stem Diameter                       2,Black Nylon,25 Pcs.,
Retainer Nuts,16446PK,28mm Top Diameter,Black Nylon,25 Pcs.,G.M. # 15924986
Retainer Nuts,18230PK,13.50 x 7.60mm Hole Size,,25 Pcs.,Honda # 91548-TZ5-A02
Retainer Nuts,18229PK,17mm Stem Length,Black Nylon,50 Pcs.,
Specialty Nuts,12273PK,#6 (3.50mm) Screw Size,Zinc Finish,15 Pcs.,"Chrysler # 4806226-AA, 68004187-AA F; G.M. # 11562364"
Specialty Nuts,9199PK,#8 (4.20mm) Screw Size,Zinc Finish,25 Pcs.,
Specialty Nuts,11258PK,#8 (4.20mm) Screw Size,Zinc Finish,15 Pcs.,
Specialty Nuts,12983PK,#8 (4.20mm) Screw Size,,25 Pcs.,
Specialty Nuts,11032PK,#8 (4.20mm) Screw Size,,25 Pcs.,
Specialty Nuts,10733PK,#8 (4.20mm) Screw Size,,25 Pcs.,
Specialty Nuts,18096PK,#8 (4.20mm) Screw Size,,15 Pcs.,
Specialty Nuts,11034PK,#8 (4.20mm) Screw Size,Black Finish,25 Pcs.,
Specialty Nuts,17071PK,#8 (4.20mm) Screw Size,Zinc Finish,25 Pcs.,
Specialty Nuts,15864PK,#8 (4.20-1.41mm) Screw Size,,15 Pcs.,
Retainer Nuts,15691PK,#8 (4.20-1.41mm) Screw Size,,10 Pcs.,
Specialty Nuts,16065PK,#8 (4.20mm) Screw Size,,15 Pcs.,
Specialty Nuts,10143PK,"17/32"" (13.50mm) Hole Size                   15",Zinc Finish,15 Pcs.,
Specialty Nuts,16314PK,6-1.00 Screw Size                            10 Pc,Black Finish,10 Pcs.,
Specialty Nuts,18265PK,6-1.00mm Screw Size                          1,,10 Pcs.,
Specialty Nuts,18094PK,6-1.00 Screw Size                            25 Pc,Zinc Finish,25 Pcs.,
Specialty Nuts,13423PK,6-1.00 Screw Size                       10 Pcs. 11,,10 Pcs.,
Specialty Nuts,15902PK,6-1.00mm Screw Size                     10 Pcs,Zinc Finish,10 Pcs.,
Specialty Nuts,9597PK,6-1.00mm Screw Size                     10 Pcs,,10 Pcs.,
Specialty Nuts,12849PK,6-1.00mm Thread Size                    10 Pcs,Black Nylon,10 Pcs.,
Specialty Nuts,9709PK,"5/16""-18 Thread Size                    25 Pcs. Pl",,25 Pcs.,
Weld Nuts,12439PK,5-.80mm Thread Size                     15 Pc,,15 Pcs.,
Hex Nuts,12444PK,6-1.00mm Thread Size                    15 Pcs,Zinc Finish,15 Pcs.,
Hex Nuts,12443PK,6-1.00mm Thread Size                    15 Pcs,Yellow Zinc,15 Pcs.,
Hex Nuts,12440PK,6-1.00mm Thread Size                    15 Pcs,,15 Pcs.,
Hex Nuts,12445PK,6-1.00mm Thread Size,Zinc Finish,10 Pcs.,
Hex Nuts,12446PK,6-1.00mm Thread Size,Zinc Finish,15 Pcs.,
Hex Nuts,11406PK,8-1.25mm Thread Size,Zinc Finish,15 Pcs.,
Hex Nuts,13130PK,"6-32         .020 - .080""         .249""          .",,50 Pcs.,
Hex Nuts,13131PK,"8-32         .020 - .080""         .249""          .",,50 Pcs.,
Hex Nuts,13132PK,"10-24         .020 - .130""         .280""",,50 Pcs.,
Hex Nuts,13133PK,"10-32         .020 - .130""         .280""",,50 Pcs.,
Hex Nuts,13134PK,"1/4-20        .030 - .165""         .347""",,25 Pcs.,
Hex Nuts,13136PK,"5/16-18       .030 - .165""         .499""",,25 Pcs.,
Hex Nuts,13138PK,"3/8-16        .040 - .200""         .499""",,15 Pcs.,
Hex Nuts,13140PK,4-.70mm       .50 - 2.00mm         6.32mm,,50 Pcs.,
Hex Nuts,13141PK,5-.80mm       .50 - 3.30mm         7.11mm,,50 Pcs.,
Hex Nuts,13142PK,6-1.00mm      .75 - 4.20mm         9.50mm,,25 Pcs.,
Hex Nuts,13143PK,8-1.25mm      1.02 - 5.10mm        12.67mm,,25 Pcs.,
Hex Nuts,13144PK,10-1.50mm      1.02-5.10mm          12.67mm,,15 Pcs.,
Hex Nuts,12694PK,"6-32           .020-.080""          .265""         .",,25 Pcs.,
Hex Nuts,12696PK,"8-32           .020-.080""          .265""         .",,25 Pcs.,
Hex Nuts,12698PK,"10-24          .020-.130""          .296""         .",,25 Pcs.,
Hex Nuts,12699PK,"10-32          .020-.130""          .296""         .",,25 Pcs.,
Hex Nuts,12700PK,"1/4-20          .027-.165""          .390""",,25 Pcs.,
Hex Nuts,12702PK,"5/16-18         .027-.150""          .530""",,10 Pcs.,
Hex Nuts,12704PK,"3/8-16          .027-.150""          .530""",,10 Pcs.,
Hex Nuts,12706PK,"1/2-13          .063-.200""          .685""",,5 Pcs.,
Hex Nuts,13411PK,3-.50mm         .50-2.00mm          4.90mm,,25 Pcs.,
Hex Nuts,12674PK,4-.70mm         .50-2.00mm          6.73mm,,25 Pcs.,
Hex Nuts,12676PK,5-.80mm         .50-3.30mm          7.52mm,,25 Pcs.,
Hex Nuts,12678PK,6-1.00mm        .70-4.20mm          9.91mm,,25 Pcs.,
Hex Nuts,12680PK,8-1.25mm        .70-3.80mm          13.46mm,,10 Pcs.,
Hex Nuts,12682PK,10-1.50mm        .70-3.80mm          13.46mm,,10 Pcs.,
Hex Nuts,12709PK,"6-32          .020 - .080""          .249""",,25 Pcs.,
Hex Nuts,12711PK,"8-32          .020 - .080""          .249""",,25 Pcs.,
Hex Nuts,12713PK,"10-32          .020 - .130""          .280""",,25 Pcs.,
Hex Nuts,12715PK,"1/4-20         .027 - .165""          .374""",,15 Pcs.,
Hex Nuts,12717PK,"5/16-18         .027 - .150""          .499""",,10 Pcs.,
Hex Nuts,12719PK,"3/8-16         .027 - .150""          .499""",,10 Pcs.,
Hex Nuts,12685PK,4-.70mm         .20 - .30mm         6.35mm,,15 Pcs.,
Hex Nuts,10210PK,5-.80mm         .50 - 3.30mm         7.10mm,,15 Pcs.,
Hex Nuts,10211PK,6-1.00mm         .70 - 4.20mm         9.50mm,,15 Pcs.,
Hex Nuts,12690PK,8-1.25mm         .70 - 3.80mm        12.70mm,,15 Pcs.,
Hex Nuts,12692PK,10-1.50mm        .70 - 3.80mm        12.70mm,,10 Pcs.,
Specialty Nuts,13242PK,4-.70mm Thread Size,Black Nylon,15 Pcs.,
Specialty Nuts,15862PK,5mm Stud Size,Black Nylon,25 Pcs.,
Specialty Nuts,18841PK,6mm Stud Size,Black Nylon,25 Pcs,
Flange Nuts,16445PK,4.20mm Screw Size,White Nylon,25 Pcs.,G.M. # 11547637
Flange Nuts,17074PK,#8 (4.20mm) Screw Size,Black Nylon,25 Pcs.,
Specialty Nuts,16367PK,4.8-1.61mm Screw                             25,Black Nylon,25 Pcs.,
Hex Nuts,18840PK,6mm Screw Size,Black Nylon,25 Pcs.,
Specialty Nuts,1282PK,1/4-20 Thread Size                           25 Pc,,25 Pcs.,
Specialty Nuts,9371PK,1/4-20 Thread Size                           25 Pc,,25 Pcs.,
Specialty Nuts,9541PK,"1/4-20 x 1""                                 25",,25 Pcs.,"G.M. # 367291, 10001670, 474821"
Specialty Nuts,1793PK,6-1.00mm Thread Size                        10,,10 Pcs.,
Specialty Nuts,1589PK,6-1.00 x 26.00mm                            25,,25 Pcs.,"Ford # N801851-S, N800928-S45, N806345-S47, N"
Specialty Nuts,9561PK,"1/4-20 x 1"" Screw Size                      10",,,G.M. # 367292
Specialty Nuts,10035PK,8-32 Screw Size                             25 Pcs,,25 Pcs.,
Well Nuts,15953PK,10-24 Screw Size                            25 Pcs,,25 Pcs.,
Well Nuts,9891PK,10-32 Screw Size                            25 Pcs,,25 Pcs.,
Well Nuts,11284PK,10-32 Screw Size                            10 Pcs,,10 Pcs.,
Well Nuts,1095PK,1/4-20 Screw Size                           25 Pcs,,25 Pcs.,
Well Nuts,11386PK,1/4-20 Screw Size                           10 Pcs,,10 Pcs.,
Specialty Nuts,12836PK,5/16-18 Screw Size                               1,,15 Pcs.,
Well Nuts,1284PK,6-1.00mm Screw Size,,10 Pcs.,
Cage Nuts,11005PK,"10-24                    .025"" - .063""",,50 Pcs.,
Cage Nuts,11006PK,"10-24                    .064"" - .105""",,50 Pcs.,
Cage Nuts,11007PK,"10-32                    .025"" - .063""",,50 Pcs.,
Cage Nuts,11008PK,"10-32                    .064"" - .105""",,50 Pcs.,
Cage Nuts,11009PK,"1/4-20                   .025"" - .063""",,50 Pcs.,
Cage Nuts,11010PK,"1/4-20                   .064"" - .105""",,50 Pcs.,
Cage Nuts,11011PK,"5/16-18                  .093"" - .126""",,50 Pcs.,
Cage Nuts,11012PK,"3/8-16                   .093"" - .126""",,50 Pcs.,
Cage Nuts,11013PK,"5-.80mm                 1.626"" - 2.667""",,50 Pcs.,
Cage Nuts,11014PK,"6-1.00mm                  .635"" - 1.60""",,50 Pcs.,
Cage Nuts,11015PK,"6-1.00mm                 1.626"" - 2.667""",,50 Pcs.,
Specialty Nuts,10243PK,1/4 (6.30mm) Screw Size,Natural Nylon,10 Pcs.,
Specialty Nuts,10245PK,1/4-20 Screw Size                           10 Pcs,Black Nylon,10 Pcs.,
