Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Retainers Weatherstrip,13347PK,"9/32"" (7mm) Hole Size 10mm Stem Length 20mm Head Diameter","9/32"" (7mm) Hole Size 10mm Stem Length 20mm Head Diameter Black Nylon",Black Nylon,25 Pcs.,Mazda # TD11-56-694
Retainers Weatherstrip,12509PK,"5/32"" (4mm) Hole Size 7mm Stem Length 9mm Head Diameter","5/32"" (4mm) Hole Size 7mm Stem Length 9mm Head Diameter Black Nylon Weatherstrip Retaining Clips",Black Nylon,25 Pcs.,Mazda # BP4K-58-762
Retainers Weatherstrip,16339PK,"13/64"" (5mm) Hole Size 10mm Stem Length 5.00 x 11.00mm Head Size","13/64"" (5mm) Hole Size 10mm Stem Length 5.00 x 11.00mm Head Size White Nylon Weatherstrip Retainers",White Nylon,25 Pcs.,Mazda # KD45-58-762
Retainers Weatherstrip,12069PK,"13/64"" (5mm) Hole Size                       50 pcs. 10mm Stem Length 5.00 x 15.00mm Head Size","13/64"" (5mm) Hole Size                       50 pcs. 10mm Stem Length 5.00 x 15.00mm Head Size Natural Nylon Weatherstrip Retainers",Natural Nylon,50 pcs.,"Ford # E7GZ-6120586-B; Hyundai # 86438-2B000; Mazda # G031-58-762; Toyota # 67867-89103, 97868-89101,"
Retainers Weatherstrip,15145PK,"13/64"" (5mm) Hole Size 10mm Stem Length 14mm Head Diameter","13/64"" (5mm) Hole Size 10mm Stem Length 14mm Head Diameter Black Nylon Weatherstrip Retainers",Black Nylon,25 Pcs.,Mazda # J001-56-741
Clips Retaining,18877PK,15/64 (6mm) Hole Size 8mm Stem Length 5.00 x 15.00mm Head Size,15/64 (6mm) Hole Size 8mm Stem Length 5.00 x 15.00mm Head Size Blue Nylon Weatherstrip Retainers,Blue Nylon,50 Pcs.,Mazda # GA2A-58-762; Mazda
Clips Retaining,9886PK,"7/32"" (5.50mm) Hole Size 15mm Stem Length 11mm Head Diameter 5mm Panel Thickness","7/32"" (5.50mm) Hole Size 15mm Stem Length 11mm Head Diameter 5mm Panel Thickness Black Nylon Retaining Clips",Black Nylon,50 Pcs.,Mazda # 9926-40-543A; Nissan # 01553-00291
Clips Retaining,1634PK,"15/64"" (6mm) Hole Size 16mm Stem Length 14mm Head Diameter 5mm Panel Thickness","15/64"" (6mm) Hole Size 16mm Stem Length 14mm Head Diameter 5mm Panel Thickness Black Nylon Retaining Clips",Black Nylon,50 Pcs.,"Honda # 90467-11005; Isuzu # 89421-76980; Mazda # 9926-40-658; Nissan # 76906-T3000, 76916-T3000"
Clips Retaining,10414PK,"5/16"" (8mm) Hole size 15mm Stem Length 15mm Head Daimeter","5/16"" (8mm) Hole size 15mm Stem Length 15mm Head Daimeter Black Nylon Retaining Clips",Black Nylon,25 Pcs.,Mazda # B001-68-302-00; Toyota # 90950-01248
Retainers Push Type,10407PK,"5/16"" (8mm) Hole Size 18mm Stem Length 18mm Head Diameter","5/16"" (8mm) Hole Size 18mm Stem Length 18mm Head Diameter Black Nylon Retaining Clips",Black Nylon,25 Pcs.,Mazda # 8133-50-022
Push Type Retainers,12546PK,"15/64"" (6mm) Hole Size 12mm Stem Length 18mm Flange Diameter","15/64"" (6mm) Hole Size 12mm Stem Length 18mm Flange Diameter Gray Nylon",Gray Nylon,25 Pcs.,Mazda # GJ21-68885-B69
Push Type Retainers,15853PK,"15/64"" (6mm) Hole Size 16mm Stem length 14mm Head Diameter","15/64"" (6mm) Hole Size 16mm Stem length 14mm Head Diameter Black Nylon Interior Trim",Black Nylon,25 Pcs.,Mazda # B101-68-252-00
Push Type Retainers,16341PK,"15/64"" (6mm) Hole Size 14mm Stem Length 18mm Head Diameter","15/64"" (6mm) Hole Size 14mm Stem Length 18mm Head Diameter Black Nylon Rear Trunk Liner",Black Nylon,25 Pcs.,Mazda # B467-68-AC3-02
Push Type Retainers,15951PK,"9/32"" (7mm) Hole Size 11mm Stem Length 11mm Head Diameter","9/32"" (7mm) Hole Size 11mm Stem Length 11mm Head Diameter Black Nylon",Black Nylon,15 Pcs.,Mazda # S51S-51-833
Retainers Push Type,11019PK,"5/16"" (8mm) Hole Size 12mm Stem Length 20mm Flange Diameter","5/16"" (8mm) Hole Size 12mm Stem Length 20mm Flange Diameter Black Nylon Cowl, Bumper &",Black Nylon,10 Pcs.,"Mazda # L33X13209; Nissan # 01553-05323, 01553-05933,; Mazda"
Panel Push Type Retainers,18234PK,"5/16"" (8mm) Hole Size 13mm Stem Length 20mm Flange Diameter","5/16"" (8mm) Hole Size 13mm Stem Length 20mm Flange Diameter Black Nylon Bumper,",Black Nylon,25 Pcs.,Mazda # B45A-56-146A; Toyota # 90118-WB048
Push Type Retainers,18109PK,"5/16"" (8mm) Hole Size 14mm Stem Length 20mm Head Diameter","5/16"" (8mm) Hole Size 14mm Stem Length 20mm Head Diameter Black Nylon",Black Nylon,25 Pcs.,Mazda # BGV4-56-145
Retainers Phillips Screw,13238PK,"25/64"" (10mm) Hole Size 15mm Stem Length 19.50mm Flange Diameter","25/64"" (10mm) Hole Size 15mm Stem Length 19.50mm Flange Diameter Black Nylon Bumper Cover",Black Nylon,10 Pcs.,Mazda # GD7A-50-EA1
Retainers Phillips Screw,13396PK,"13/64"" (5mm) Hole Size 9mm Stem Length 8.50 x 12.00mm Head Size","13/64"" (5mm) Hole Size 9mm Stem Length 8.50 x 12.00mm Head Size Black Nylon Cowl Vent Phillips Screw Retainers",Black Nylon,15 Pcs.,Ford # 3M8Z-1502316-A; Mazda # GJ6W-50-715A
