Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Retainers Door Trim Panel,12518PK,"5/16"" (8mm) Hole Size 12mm Stem Length 13mm Top Head Diameter","5/16"" (8mm) Hole Size 12mm Stem Length 13mm Top Head Diameter Black and Blue Door Trim Panel Retainers",,25 Pcs.,Ford # W711037-S300
Retainers Door Trim Panel,9372PK,"5/16"" (8mm) Hole Size 21/32"" Stem Length 1/2"" Top Head Diameter","5/16"" (8mm) Hole Size 21/32"" Stem Length 1/2"" Top Head Diameter White Nylon Door Trim Panel Retainers",White Nylon,50 Pcs.,Ford # 387477-S
Retainers Door Trim Panel,16060PK,"5/16"" (8mm) Hole Size 17mm Stem Length 20mm Head Diameter","5/16"" (8mm) Hole Size 17mm Stem Length 20mm Head Diameter Black Nylon Fender, Bumper & Interior Trim Retainers",Black Nylon,25 Pcs.,Ford # W715926-S300
Retainers Door Trim Panel,1575PK,"5/16"" (8mm) Hole Size 19mm Stem Length 12.70mm Top Head Diameter","5/16"" (8mm) Hole Size 19mm Stem Length 12.70mm Top Head Diameter Black Nylon Door Trim Panel Retainers",Black Nylon,25 Pcs.,"Ford # N801925-S, N802900-S"
Retainers Door Trim Panel,12886PK,"5/16"" (8mm) Hole Size 3/4"" Stem Length 1/2"" Top Head Diameter","5/16"" (8mm) Hole Size 3/4"" Stem Length 1/2"" Top Head Diameter Yellow Nylon Door Trim Panel Retainers",,25 Pcs.,Ford # F58Z-16237A02-A; Ford
Retainers Door Trim Panel,1742PK,"5/16"" (8mm) Hole Size 1"" Stem Length 1/2"" Top Head Diameter","5/16"" (8mm) Hole Size 1"" Stem Length 1/2"" Top Head Diameter Natural Nylon Door Trim Panel Retainers",Natural Nylon,50 Pcs.,"G.M. # 10143422; Ford # N805612-S100, N805612-S; AMC # 893202-599, 8934-202-599"
Retainers Door Trim Panel,9021PK,"5/16"" (8mm) Hole Size 1 1/8"" Stem Length 1/2"" Top Head Diameter","5/16"" (8mm) Hole Size 1 1/8"" Stem Length 1/2"" Top Head Diameter Black Nylon Back Seat Door Trim Panel Retainers",Black Nylon,25 Pcs.,Ford # 387182-S
Retainers Door Trim Panel,9677PK,"21/64"" (8.50mm) Hole Size 12mm Stem Length 14.50mm Top Head Diameter","21/64"" (8.50mm) Hole Size 12mm Stem Length 14.50mm Top Head Diameter White Nylon With Sealer Front & Rear Door, Body Side & Wheel Opening Moulding Retainers",White Nylon,15 Pcs.,Ford # W716507-S300
Retainers Door Trim Panel,11907PK,"21/64"" (8.50mm) Hole Size 16mm Stem Length 20mm Flange Diameter","21/64"" (8.50mm) Hole Size 16mm Stem Length 20mm Flange Diameter Caramel & Natural Trim Panel Retainers",,25 Pcs.,Ford # W708621-S300
Retainers Door Trim Panel,10612PK,"23/64"" (9mm) Hole Size 17mm Stem Length 16mm Top Head Diameter","23/64"" (9mm) Hole Size 17mm Stem Length 16mm Top Head Diameter White Nylon With Sealer Door Trim Panel Retainers",White Nylon,25 Pcs.,Ford # W713297-S300
Retainers Door Trim Panel,10667PK,"23/64"" (9mm) Hole Size 19.50mm Stem Length 15mm Top Head Diameter","23/64"" (9mm) Hole Size 19.50mm Stem Length 15mm Top Head Diameter Natural Nylon Door Trim Panel Retainers",Natural Nylon,25 Pcs.,Ford # 1W6Z-238A90-AA
Retainers Door Trim Panel,2108PK,"3/8"" (9.50mm) Hole Size 14mm Stem Length 15mm Top Head Diameter","3/8"" (9.50mm) Hole Size 14mm Stem Length 15mm Top Head Diameter White Nylon Door Trim Panel Retainers",White Nylon,25 Pcs.,Chrysler # 6505292AA; Ford # W706812S300
Retainers Door Trim Panel,13428PK,"3/8"" (9.50mm) Hole Size 17.50mm Stem Length 15mm Top Head Diameter","3/8"" (9.50mm) Hole Size 17.50mm Stem Length 15mm Top Head Diameter White Nylon Rear Door Trim Panel Retainers",White Nylon,25 Pcs.,Ford # W704958-S300
Retainers Door Trim Panel,11125PK,"21/64"" (8.50mm) Hole Size 14mm Stem Length 13mm Top Head Diameter","21/64"" (8.50mm) Hole Size 14mm Stem Length 13mm Top Head Diameter Orange Nylon Rear Liftgate Retainers",,15 Pcs.,Ford # W718230-S300; Honda # 91560-S6A-003; Ford
Retainers Door Trim Panel,13217PK,"25/64"" (10mm) Hole Size 14mm Stem Length 15mm Top Head Diameter","25/64"" (10mm) Hole Size 14mm Stem Length 15mm Top Head Diameter Green Nylon Lift Gate Door Trim Panel Retainers",,25 Pcs.,Ford # W709995-S300
Retainers Door Trim Panel,17066PK,"23/64"" (9mm) Square Hole Size 20mm Stem Length 15.00 x 15.00mm Head Size Door Trim Panel Grommets","23/64"" (9mm) Square Hole Size 20mm Stem Length 15.00 x 15.00mm Head Size White Nylon With Sealer Door Trim Panel Grommets",White Nylon,25 Pcs.,Chrysler # 6507009AA; Ford # W712990-S300
Retainers Door Trim Panel Wire Type,18801PK,12mm Width 18.30mm Height,12mm Width 18.30mm Height Silver Finish Interior Trim Fasteners,,50 Pcs.,Ford # W714113-S439
Retainers Door Trim Panel Wire Type,9876PK,,For Thin Panels Short Leg Type Wire Type Trim Panel Retainers,,100 Pcs.,Ford # 351050-S3
Retainers Door Trim Panel Wire Type,578PK,,For Thin Panels Wire Type Trim Panel Retainers,,100 Pcs.,"Ford # 358470; Chrysler # 1900654, 6002823"
Retainers Door Trim Panel Wire Type,577PK,,For Thick Panels Wire Type Trim Panel Retainers Pawls Door Lock,,100 Pcs.,Ford # 383033-S101
Retainers Door Trim Panel Wire Type,12506PK,,Left Hand Side Beige Nylon Door Lock Pawls,,10 Pcs.,"Ford # E6DZ-5421971-A, F3LY-6321971A"
Retainers Door Trim Panel Wire Type,12507PK,,Right Hand Side Pink Nylon Door Lock Pawls Bushings Door Hinge Pin,,10 Pcs.,"Ford # E6DZ-5421970-A, F3LY-6321970-A; Ford"
Retainers Door Trim Panel Wire Type,1267PK,".345"" Inside Diameter .419"" Outside Diameter .295"" Height",".345"" Inside Diameter .419"" Outside Diameter .295"" Height Door Hinge Pin Bushings",,25 Pcs.,G.M. # 9721917; Ford # D1AZ-6522841A
Pins Door Hinge,1270PK,".348"" Inside Diameter .479"" Outside Diameter .296"" Height",".348"" Inside Diameter .479"" Outside Diameter .296"" Height Door Hinge Pin Bushings",,25 Pcs.,Ford # D90Z-6522841A
Pins Door Hinge,9595PK,"3 3/8"" Length 11/32"" Pin Diameter 9/16"" Head Outside Diameter","3 3/8"" Length 11/32"" Pin Diameter 9/16"" Head Outside Diameter Door Hinge Pins",,10 Pcs.,Ford # D9ZZ-6643030-AA
Pins Door Hinge,9937PK,"3 1/2"" Length 11/32"" Pin Diameter 9/16"" Head Outside Diameter","3 1/2"" Length 11/32"" Pin Diameter 9/16"" Head Outside Diameter Door Hinge Pins",,5 Pcs.,"Ford Ranger, F150, F250 & F350; Ford # E8UZ1522840"
Pins Door Hinge,12319PK,".275"" Outside Diameter 1.26"" Length",".275"" Outside Diameter 1.26"" Length Front & Rear Black Finish Door Hinge Pins Mercury 82-05 Rollers Door Hinge Pin",Black Finish,5 Pcs.,"Ford 82-07, Lincoln 88-06,"
Retainers Headlight,12318PK,".887"" Outside Diameter .290"" Inside Diameter .530"" Thickness .887"" White Roller 1.26"" Black Pin",".887"" Outside Diameter .290"" Inside Diameter .530"" Thickness Front & Rear White Plastic Door Hinge Rollers Kits Door Hinge Pin Roller 12320      Front & Rear                                   1 Pc. .887"" White Roller 1.26"" Black Pin Door Hinge Roller Kit Kits Door Hinge Pin & Bushing 12119      Will Repair Front Door                           1 Kit Upper & Lower Hinge Stainless Steel Pins & Nuts Door Hinge Pin & Bushing Bracket Repair Kit",,5 Pcs.,"Ford # E2FZ-5823519-A; Ford 82-07, Lincoln 88-06, Mercury 82-05; Ford 82-07, Lincoln 88-06, Mercury 82-05; Ford; Ford Aerostar 86-97,; Ford Crown Victoria 82-09,; Ford E-150, Ford E-250, Ford E-350 92-98,; Ford Econoline Cargo & Wagon 99-09,; Ford Explorer 91-05,; Ford Explorer Sport 01-03,; Ford Explorer Sport Trac 01-05,; Ford Freestar 04-07, Ford Mustang 94-04,; & Ford Mustang SVT Cobra 94-04"
Retainers Rearlight,1864PK,,Zinc Finish Headlight Component Retaining Clips F2AB-13N020-AA,Zinc Finish,25 Pcs.,"Ford # E9DB-13N020AA, E9DZ-13N129A,"
Retainers Rearlight,10204PK,"5/16"" (8mm) Square Hole Size 12mm Stem Length 15mm Top Head Diameter","5/16"" (8mm) Square Hole Size 12mm Stem Length 15mm Top Head Diameter White Nylon With Sealer Tail Light Mounting Retainers",White Nylon,10 Pcs.,Ford # W713579-S300
Retainers Rearlight,9720PK,,Rear Light Assembly Retainers Block Setting,,25 Pcs.,Chrysler # 6502776; Ford # N806624-S191
Retainers Moulding,18878PK,30.50mm Width 38.50mm Length 33.70mm Overall Height,30.50mm Width 38.50mm Length 33.70mm Overall Height Black Nylon With Sealer Windshield Setting Block 4L3Z-1503296-AB,Black Nylon,5 Pcs.,"Ford # 9L3Z-14060A12-A,; Ford"
Retainers Moulding,18848PK,3/16 (5mm) Hole Size 8mm Stem Length 10mm Top Head Diameter,3/16 (5mm) Hole Size 8mm Stem Length 10mm Top Head Diameter White Nylon Window Moulding Retainers,White Nylon,25 Pcs.,Ford # W709011-S300
Retainers Moulding,18314PK,"6 x 10mm Slot Size 11mm Stem Length 12.00 x 14.00mm Top Head Size ""B"" Pillar Moulding Retainers","6 x 10mm Slot Size 11mm Stem Length 12.00 x 14.00mm Top Head Size White Nylon with Sealer ""B"" Pillar Moulding Retainers",White Nylon,15 Pcs.,
Retainers Moulding,14958PK,"9/32"" (7mm) Hole Size 9mm Stem Length 13.00 x 13.50mm Top Head Diameter","9/32"" (7mm) Hole Size 9mm Stem Length 13.00 x 13.50mm Top Head Diameter Black & White Nylon With Sealer Windshield Moulding Clips",White Nylon,10 Pcs.,Ford # N.A.
Retainers Moulding,12513PK,"9/32"" (7mm) Hole Size 43mm Stem Length 18mm Head Diameter 10.50 - 37.50mm Panel Range","9/32"" (7mm) Hole Size 43mm Stem Length 18mm Head Diameter 10.50 - 37.50mm Panel Range Black Nylon Rocker Moulding Retainers",Black Nylon,25 Pcs.,Ford # W710532-S300
Retainers Moulding,11387PK,"5/16"" (8mm) Hole Size 15/32"" Stem Length 3/4"" Flange Diameter","5/16"" (8mm) Hole Size 15/32"" Stem Length 3/4"" Flange Diameter White Nylon Exterior Moulding Retainers",White Nylon,10 Pcs.,Ford
Retainers Moulding,2161PK,"5/16"" (8mm) Hole Size 11/16"" Stem Length 9/16"" x 2"" Top Head Diameter","5/16"" (8mm) Hole Size 11/16"" Stem Length 9/16"" x 2"" Top Head Diameter Black Nylon Rocker Panel Moulding Clips",Black Nylon,25 Pcs.,Ford # F1TZ-7810182-A
Retainers Moulding,18313PK,8 x 12mm Slot 15mm Stem Length 11.00 x 15.00mm Top Head Size,8 x 12mm Slot 15mm Stem Length 11.00 x 15.00mm Top Head Size White Nylon with Sealer Bumper Side Extension Retainer,White Nylon,10 Pcs.,Ford # W719957-S300
Retainers Moulding,13209PK,"23/64"" (9mm) Hole Size 10mm Stem Length 14.00 x 18.00mm Top Head Diameter","23/64"" (9mm) Hole Size 10mm Stem Length 14.00 x 18.00mm Top Head Diameter Blue Nylon Windshield Moulding Clips With Sealer",,10 Pcs.,Ford # W790173-S900; Ford
Retainers Moulding,10913PK,"23/64"" (9mm) Hole Size 11mm Stem Length 14.00 x 18.00mm Top Head Size","23/64"" (9mm) Hole Size 11mm Stem Length 14.00 x 18.00mm Top Head Size White Nylon With Sealer Windshield Moulding Clips",White Nylon,15 Pcs.,Ford # W713590-S300
Retainers Moulding,12896PK,"23/64"" (9mm) Hole Size 11mm Stem Length 15.00 x 20.00mm Top Head Diameter","23/64"" (9mm) Hole Size 11mm Stem Length 15.00 x 20.00mm Top Head Diameter White Nylon With Sealer Moulding Retainers",White Nylon,15 Pcs.,Ford # W716237-S300
Retainers Moulding,18786PK,"23/64"" (9mm) Hole Size 11mm Stem Length 15.00 x 50.00mm Head Size","23/64"" (9mm) Hole Size 11mm Stem Length 15.00 x 50.00mm Head Size Black Nylon Rocker Panel Moulding Retainers",Black Nylon,25 Pcs.,Ford # W716878-S300
Retainers Moulding,13387PK,"23/64"" (9mm) Hole Size 12mm Stem Length 14.00 x 20.00mm Top Head Diameter","23/64"" (9mm) Hole Size 12mm Stem Length 14.00 x 20.00mm Top Head Diameter White Nylon With Sealer Moulding Retainers",White Nylon,15 Pcs.,Ford # W710528-S300
Retainers Moulding,15078PK,"23/64"" (9mm) Hole Size 12mm Stem Length 16.00 x 23.00mm Top Head Diameter","23/64"" (9mm) Hole Size 12mm Stem Length 16.00 x 23.00mm Top Head Diameter Gray Nylon Fender Corner & Rocker Moulding Clips",,10 Pcs.,Ford # W790225-S900
Retainers Moulding,18788PK,"23/64"" (9mm) Hole Size 14mm Stem Length 12.00 x 16.00mm Head Size","23/64"" (9mm) Hole Size 14mm Stem Length 12.00 x 16.00mm Head Size White Nylon With Sealer Exterior Moulding Retainers",White Nylon,25 Pcs.,Ford # W719971-S300
Retainers Moulding,13090PK,"23/64"" (9mm) Hole Size 14mm Stem Length 12.00 x 20.00mm Top Head Diameter","23/64"" (9mm) Hole Size 14mm Stem Length 12.00 x 20.00mm Top Head Diameter White Nylon With Sealer Rocker Panel Moulding Retainers",White Nylon,25 Pcs.,Ford # W716352-S300; Ford
Retainers Moulding,12545PK,"23/64"" (9mm) Hole Size 14mm Stem Length 13.00 x 39.00mm Top Head Diameter","23/64"" (9mm) Hole Size 14mm Stem Length 13.00 x 39.00mm Top Head Diameter Black Nylon Fender Flare & Rocker Moulding Clips",Black Nylon,10 Pcs.,Ford # F6DZ-5410182-AA
Retainers Moulding,14959PK,"23/64"" (9mm) Hole Size 14mm Stem Length 15.00 x 20.00mm Top Head Diameter","23/64"" (9mm) Hole Size 14mm Stem Length 15.00 x 20.00mm Top Head Diameter White Nylon With Sealer Rocker Panel Moulding Clips",White Nylon,25 Pcs.,Ford # W716503-S300
Retainers Moulding,12986PK,"23/64"" (9mm) Hole Size 14mm Stem Length 16.00 x 50.00mm Head Diameter","23/64"" (9mm) Hole Size 14mm Stem Length 16.00 x 50.00mm Head Diameter Black Nylon Rocker Panel Moulding Clips",Black Nylon,15 Pcs.,Ford # F4ZZ-6310182-A
Retainers Moulding,12041PK,"23/64"" (9mm) Hole Size 14mm Stem Length 20.00 x 40.00mm Head Diameter","23/64"" (9mm) Hole Size 14mm Stem Length 20.00 x 40.00mm Head Diameter White Nylon Ground Eﬀects Moulding Clips",White Nylon,10 Pcs.,Ford
Retainers Moulding,14957PK,"23/64"" (9mm) Hole Size 15mm Stem Length 14.00 x 18.00mm Top Head Size","23/64"" (9mm) Hole Size 15mm Stem Length 14.00 x 18.00mm Top Head Size Gray Nylon With Sealer Fender & Rocker Moulding Clips",,25 Pcs.,Ford # N/A
Retainers Moulding,18888PK,"11/32"" (9mm) Hole Size 16mm Stem Length 12.00 x 20.00mm Top Head Size","11/32"" (9mm) Hole Size 16mm Stem Length 12.00 x 20.00mm Top Head Size Gray Nylon With Sealer Bumper Moulding Retainers",,10 Pcs.,Ford # W716497-S300; Ford
Retainers Moulding,15304PK,"23/64"" (9mm) Hole Size 16mm Stem Length 14.00 x 18.00mm Top Head Diameter","23/64"" (9mm) Hole Size 16mm Stem Length 14.00 x 18.00mm Top Head Diameter White Nylon With Sealer Rocker Panel Moulding Clips",White Nylon,10 Pcs.,Ford # N/A
Retainers Moulding,13095PK,"23/64"" (9mm) Hole Size 18mm Stem Length 14.00 x 20.00mm Top Head Diameter","23/64"" (9mm) Hole Size 18mm Stem Length 14.00 x 20.00mm Top Head Diameter White Nylon Wheel Opening Moulding Clips",White Nylon,10 Pcs.,Ford W717736-S300
Retainers Moulding,15943PK,"3/8"" (9.50mm) Hole Size 14mm Stem Length 13mm Top Head Diameter","3/8"" (9.50mm) Hole Size 14mm Stem Length 13mm Top Head Diameter Black Nylon With Sealer Rear Bumper Retainers",Black Nylon,10 Pcs.,Ford # W718033-S300
Retainers Moulding,18889PK,"""11/32"" (9mm) Hole Size 18mm Stem Length 14.00 x 20.00mm Top Head Size","""11/32"" (9mm) Hole Size 18mm Stem Length 14.00 x 20.00mm Top Head Size White Nylon With Sealer Liftgate Moulding Retainers",White Nylon,10 Pcs.,Ford # W716646-S300
Retainers Moulding,15015PK,"3/8"" (9.50mm) Hole Size 11mm Stem Length 14.00 x 40.00mm Head Size","3/8"" (9.50mm) Hole Size 11mm Stem Length 14.00 x 40.00mm Head Size Black Nylon Rocker Moulding Retainers",Black Nylon,15 Pcs.,"Ford # F57Z-16241-AB, W709767-S300"
Retainers Moulding,16396PK,"25/64"" (10mm) Hole Size 11mm Stem Length 11.00 x 20.00mm Head Size","25/64"" (10mm) Hole Size 11mm Stem Length 11.00 x 20.00mm Head Size White Nylon Moulding Retainers",White Nylon,25 Pcs.,Ford # W716460-S300
Retainers Moulding,10066PK,"25/64"" (10mm) Hole Size 12mm Stem Length 20mm Head Diameter","25/64"" (10mm) Hole Size 12mm Stem Length 20mm Head Diameter Black Nylon Radiator Shroud Retainers",Black Nylon,50 Pcs.,Ford # W708771-S300; Ford
Retainers Moulding,14955PK,"25/64"" (10mm) Hole Size 15mm Stem Length 12.00 x 20.00mm Top Head Diameter","25/64"" (10mm) Hole Size 15mm Stem Length 12.00 x 20.00mm Top Head Diameter White Nylon With Sealer Rocker Panel Moulding Clips",White Nylon,15 Pcs.,Ford # W715201-S300
Retainers Moulding,18785PK,"25/64"" (10mm) Hole Size 18mm Stem Length 14.00 x 20.00mm Top Head Size","25/64"" (10mm) Hole Size 18mm Stem Length 14.00 x 20.00mm Top Head Size Yellow Nylon Wheel Opening Moulding Retainers",,25 Pcs.,Ford # W790383-S900
Retainers Moulding,12919PK,"5/16 x 1/2"" Hole Size 3/8"" Stem Length 1/2 x 13/16"" Head Diameter","5/16 x 1/2"" Hole Size 3/8"" Stem Length 1/2 x 13/16"" Head Diameter White Nylon With Sealer Front End Moulding Retainers",White Nylon,10 Pcs.,Ford # W705849-S300; Mazda # 9XG0-73-88X0
Retainers Moulding,9663PK,18mm Wide 37mm Length,18mm Wide 37mm Length White Nylon Belt Moulding Clips,White Nylon,10 Pcs.,Ford # N/A
Retainers Moulding,11902PK,18.50mm Width 34.50mm Length,18.50mm Width 34.50mm Length White Nylon Door Belt Moulding Clips,White Nylon,15 Pcs.,Ford # N/A
Retainers Moulding,10629PK,11.00 x 16.00mm Head Size 19mm Length,11.00 x 16.00mm Head Size 19mm Length Gray Nylon Rocker Panel Moulding Clips El,,25 Pcs.,Ford # 6G1Z-5410182-D
Retainers Moulding,10691PK,42mm From Tip to Tip 12mm Front To Back 21mm Height,42mm From Tip to Tip 12mm Front To Back L 21mm Height Black Nylon Roof & Garnish Moulding Clips,Black Nylon,15 Pcs.,Ford # 4L3Z-1510182-AA
Retainers Moulding,10742PK,4.00 x 9.00mm Hole Size 11mm Stem Length 34mm Across the Top,4.00 x 9.00mm Hole Size 11mm Stem Length 34mm Across the Top White Nylon With Sealer Drip Moulding Clips,White Nylon,15 Pcs.,Ford; Ford
Retainers Moulding,12315PK,22.00 x 30.00mm Head Diameter 18mm Height 9 x 20mm Slot Size,22.00 x 30.00mm Head Diameter 18mm Height 9 x 20mm Slot Size Gray Nylon Rocker Panel Moulding Clips,,15 Pcs.,"Ford # 6G1Z-5410182-A, W716350-S300"
Retainers Reveal Moulding,18847PK,22.00 x 30.00mm Top Head Size 18mm Over All Height,22.00 x 30.00mm Top Head Size 18mm Over All Height Black Nylon Rocker Panel Moulding Retainers,Black Nylon,15 Pcs.,Ford # W718456-S300
Retainers Reveal Moulding,1371PK,14.50mm Width 19.50mm Length,14.50mm Width 19.50mm Length Black Finish Windshield & Rear Glass Reveal Moulding Clips E3SZ-6342413-A,Black Finish,50 Pcs.,"Ford # E3SB-6342413-AB,"
Retainers Reveal Moulding,12388PK,17mm Width 19.25mm Length,17mm Width 1             1!!J 19.25mm Length Green Finish Windshield & Rear Window Reveal Moulding Clip D1AB-6542413-AB,,100 Pcs.,"Ford # C8AZ-63642413-A,"
Retainers Reveal Moulding,9545PK,17.25mm Width 19.50mm Length,"17.25mm Width 1             1!!J 19.50mm Length Black Finish Windshield & Rear Window Reveal Moulding Clips C8AZ-636442413-A, D1AZ-6542413-AB, D1AB-6542413-AB",Black Finish,100 Pcs.,"Ford # C8AZ-63642413-A,"
Retainers Reveal Moulding,9874PK,17.25mm Width 20mm Length,17.25mm Width 20mm Length Black Finish Rear Window Reveal Moulding Clips,Black Finish,100 Pcs.,Ford # C6AB-6242413-A
Retainers Universal Moulding,9550PK,18mm Width 20.50mm Length,"18mm Width 20.50mm Length Black Finish Windshield & Rear Window Reveal Moulding Clips D1AZ-6542113-B, D1AB-6542413-AB",Black Finish,100 Pcs.,"Ford # C5ZZ-6543413-B,; Ford"
Retainers Universal Moulding,9879PK,"10-24 x 3/4"" Screw Size 1/2 x 1"" Plate Size","10-24 x 3/4"" Screw Size 1/2 x 1"" Plate Size Universal Moulding Clips",,25 Pcs.,"Chrysler # 1560058, 6010029; G.M. # 568792, 574355, 1165051                                          Not Acutal Size; Ford # 358560"
Retainers Universal Moulding,315PK,"13/16 x 2 1/8"" Plate Size","13/16 x 2 1/8"" Plate Size Universal Moulding Clips Not Acutal Size Window Regulator Left Front Clips",,25 Pcs.,
Retainers Universal Moulding,13527PK,,"Left Front Door                             1 Pc. Window Regulator Clip l ,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _....!N .:!!o=!.t..!:. !: A~c~ut!:!::ac!...: IS   ~ i=ze -:::..___ _ _ Window Regulator Right Front Clips",,,Ford Focus 1998 - On
Retainers Universal Moulding,13528PK,,Right Front Door                            1 Pc. Window Regulator Clip Not Acutal Size,,,Ford Focus 1998 - On
