Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Push Type Retainer,12540PK,"13/64"" (5mm) Hole Size 11 mm Stem Length 10mm Flange Size","13/64"" (5mm) Hole Size 11 mm Stem Length 10mm Flange Size Black Nylon Rocker Panel",Black Nylon,50 Pcs.,BMW# 51161-881-149; Chrysler # 5073327AA; Citroen# 7903072170; Mercedes # 000-990-34-92; Renault# 7703072116; V.W. # N102-593-01
Body Moulding Retainer,17943PK,"3/8"" (9mm) Hole Size 13mm Stem Length 11.00 x 12.00mm Top Head Size","3/8"" (9mm) Hole Size 13mm Stem Length 11.00 x 12.00mm Top Head Size White Nylon With Sealer",White Nylon,25 Pcs.,Citroen & Peugeot # 856543; Chrysler # 68093998-AA; Fiat# 71728806
