Section,Part_Number,Size,Finish,Quantity,OEM_Number
Screws,1345PK,"3/8-16 x 2""        9/16""         50 Pcs.   16686PK",,50 Pcs.,
Screws,16687PK,"1/2-13 x 6""         3/4""          10 Pcs.    16728",,10 Pcs.,
Screws,16688PK,"9/16-12 x 1""        13/16""         15 Pcs.    1672",,15 Pcs.,
Screws,16689PK,"9/16-12 x 1 1/4""     13/16""         15 Pcs.    167",,15 Pcs.,
Screws,16690PK,"9/16-12 x 1 1/2""     13/16""         15 Pcs.    167",,15 Pcs.,
Screws,16691PK,"9/16-12 x 1 3/4""     13/16""         15 Pcs.    167",,15 Pcs.,
Screws,16692PK,"9/16-12 x 2""        13/16""         15 Pcs.    1673",,15 Pcs.,
Screws,16693PK,"9/16-12 x 2 1/4""     13/16""         10 Pcs.    167",,10 Pcs.,
Screws,16694PK,"9/16-12 x 2 1/2""     13/16""         10 Pcs.    167",,10 Pcs.,
Screws,16695PK,"9/16-12 x 2 3/4""     13/16""         10 Pcs.    167",,10 Pcs.,
Screws,16696PK,"9/16-12 x 3""        13/16""         10 Pcs.    1673",,10 Pcs.,
Screws,16697PK,"9/16-12 x 3 1/2""     13/16""         10 Pcs.    167",,10 Pcs.,
Screws,16698PK,"9/16-12 x 4""        13/16""         10 Pcs.    1673",,10 Pcs.,
Screws,16699PK,"9/16-12 x 4 1/2""     13/16""         10 Pcs.    167",,10 Pcs.,
Screws,16700PK,"9/16-12 x 5""        13/16""         10 Pcs.    1674",,10 Pcs.,
Screws,16701PK,"9/16-12 x 5 1/2""     13/16""         10 Pcs.    167",,10 Pcs.,
Screws,16702PK,"9/16-12 x 6""        13/16""         10 Pcs.    1674",,10 Pcs.,
Screws,16703PK,"5/8-11 x 1""        15/16""         15 Pcs.    16744",,15 Pcs.,
Screws,16704PK,"5/8-11 x 1 1/4""      15/16""         15 Pcs.    167",,15 Pcs.,
Screws,16705PK,"5/8-11 x 1 1/2""      15/16""         10 Pcs.    167",,10 Pcs.,
Screws,16706PK,"5/8-11 x 1 3/4""      15/16""         10 Pcs.    167",,10 Pcs.,
Screws,16707PK,"5/8-11 x 2""        15/16""         10 Pcs.    16748",,10 Pcs.,
Screws,16708PK,"5/8-11 x 2 1/4""      15/16""         10 Pcs.    167",,10 Pcs.,
Screws,16709PK,"5/8-11 x 2 1/2""      15/16""         10 Pcs.    167",,10 Pcs.,
Screws,16710PK,"5/8-11 x 2 3/4""      15/16""         10 Pcs.    167",,10 Pcs.,
Screws,16711PK,"5/8-11 x 3""        15/16""         10 Pcs.",,10 Pcs.,
Screws,16712PK,"5/8-11 x 3 1/2""      15/16""         10 Pcs.",,10 Pcs.,
Screws,16713PK,"5/8-11 x 4""        15/16""         10 Pcs.",,10 Pcs.,
Screws,16714PK,"5/8-11 x 4 1/2""      15/16""         10 Pcs.",,10 Pcs.,
Screws,16715PK,"5/8-11 x 5""        15/16""         10 Pcs.",,10 Pcs.,
Screws,16716PK,"5/8-11 x 5 1/2""      15/16""          5 Pcs.",,5 Pcs.,
Screws,16717PK,"5/8-11 x 6""        15/16""          5 Pcs.",,5 Pcs.,
Screws,16718PK,"3/4-10 x 1""        1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16719PK,"3/4-10 x 1 1/4""      1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16720PK,"3/4-10 x 1 1/2""      1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16721PK,"3/4-10 x 1 3/4""      1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16722PK,"3/4-10 x 2""        1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16723PK,"3/4-10 x 2 1/4""      1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16724PK,"3/4-10 x 2 1/2""      1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16725PK,"3/4-10 x 2 3/4""      1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16726PK,"3/4-10 x 3""        1 1/8""         10 Pcs.",,10 Pcs.,
Screws,16727PK,"3/4-10 x 3 1/2""      1 1/8""         10 Pcs.",,10 Pcs.,
Washers,1319PK,"#14 (1/4"")          5/16""",,100 Pcs.,
Washers,1320PK,"5/16""             3/8""                  7/8""",,100 Pcs.,
Washers,1321PK,"3/8""             7/16""                  1""",,100 Pcs.,
Washers,1322PK,"7/16""             1/2""                 1 1/4""",,100 Pcs.,
Washers,1323PK,"1/2""             9/16""                1 3/8""",,100 Pcs.,
Washers,16622PK,"9/16""             5/8""                 1 1/2""",,50 Pcs.,
Washers,16623PK,"5/8""            11/16""                1 3/4""",,25 Pcs.,
Washers,16624PK,"3/4""            13/16""                  2""",,25 Pcs.,
Washers,16625PK,"7/8""            15/16""                2 1/4""",,10 Pcs.,
Washers,16626PK,"1""             1 1/16""               2 1/2""",,10 Pcs.,
Washers,1361PK,"#6 (1/8"")         5/32""",,100 Pcs.,
Washers,1362PK,"#8 (5/32"")         3/16""",,100 Pcs.,
Washers,1363PK,"#10 (3/16"")         7/32""",,100 Pcs.,
Washers,9073PK,"#12 (7/32"")         1/4""",,100 Pcs.,
Washers,1364PK,"#14 (1/4"")          9/32""",,100 Pcs.,
Washers,1365PK,"5/16""           11/32""                11/16""",,100 Pcs.,
Washers,1366PK,"3/8""            13/32""                13/16""",,100 Pcs.,
Washers,1367PK,"7/16""            15/32""                15/16""",,100 Pcs.,
Washers,1368PK,"1/2""            17/32""               1 1/16""",,100 Pcs.,
Washers,17517PK,"9/16""           19/32""               1 3/16""",,50 Pcs.,
Washers,17518PK,"5/8""            11/16""               1 5/16""",,25 Pcs.,
Washers,17519PK,"3/4""            13/16""               1 15/32""",,25 Pcs.,
Washers,17520PK,"7/8""            15/16""                1 3/4""",,10 Pcs.,
Washers,17521PK,"1""             1 1/16""                  2""",,10 Pcs.,
Washers,9972PK,"#10 (3/16"")               7/32""",,100 Pcs.,
Washers,13108PK,"#10 (3/16"")               7/32""",,100 Pcs.,
Washers,149PK,"#14 (1/4"")               9/32""",,100 Pcs.,
Washers,148PK,"#14 (1/4"")               9/32""",,100 Pcs.,
Washers,147PK,"#14 (1/4"")               9/32""",,50 Pcs.,
Washers,146PK,"5/16""                 11/32""                    1",,100 Pcs.,
Washers,145PK,"5/16""                 11/32""                    1",,50 Pcs.,
Washers,11991PK,"3/8""                  13/32""                    1",,100 Pcs.,
Washers,13121PK,"3/8""                  13/32""                    1",,50 Pcs.,
Washers,13105PK,"1/2""                  17/32""",,25 Pcs.,
Washers,17967PK,"#6 (1/8"")                  Split Lock",,100 Pcs.,
Washers,17968PK,"#8 (5/32"")                  Split Lock",,100 Pcs.,
Washers,17969PK,"#10 (3/16"")                  Split Lock",,100 Pcs.,
Washers,1325PK,"#14 (1/4"")                  Split Lock",,100 Pcs.,
Washers,1326PK,"5/16""                  Split Lock Washers",,100 Pcs.,
Washers,1327PK,"3/8""                   Split Lock Washers",,100 Pcs.,
Washers,1328PK,"7/16""                  Split Lock Washers",,100 Pcs.,
Washers,1329PK,"1/2""                   Split Lock Washers",,50 Pcs.,
Washers,15774PK,"9/16""                  Split Lock Washers",,50 Pcs.,
Washers,15775PK,"5/8""                   Split Lock Washers",,25 Pcs.,
Washers,15776PK,"3/4""                   Split Lock Washers",,25 Pcs.,
Washers,15777PK,"7/8""                   Split Lock Washers",,10 Pcs.,
Washers,15778PK,"1""                    Split Lock Washers",,10 Pcs.,
Nuts,1313PK,"1/4-20          7/16""             USS",,100 Pcs.,
Nuts,1314PK,"5/16-18         1/2""              USS",,100 Pcs.,
Nuts,1315PK,"3/8-16          9/16""             USS",,100 Pcs.,
Nuts,1316PK,"7/16-14        11/16""             USS",,100 Pcs.,
Nuts,1317PK,"1/2-13          3/4""              USS",,100 Pcs.,
Nuts,17525PK,"9/16-12        13/16""             USS",,25 Pcs.,
Nuts,17526PK,"5/8-11        15/16""             USS",,25 Pcs.,
Nuts,17527PK,"3/4-10        1 1/8""             USS",,25 Pcs.,
Nuts,17528PK,"7/8-9         1 5/16""            USS",,10 Pcs.,
Nuts,17529PK,"1-8          1 1/2""             USS",,10 Pcs.,
Nuts,12767PK,"1/4-20         7/16""          USS            Brigh",,100 Pcs.,
Nuts,12768PK,"5/16-18         1/2""           USS            Brig",,100 Pcs.,
Nuts,12769PK,"3/8-16         9/16""          USS            Brigh",,50 Pcs.,
Nuts,12770PK,"7/16-14         5/8""           USS            Brig",,25 Pcs.,
Nuts,12771PK,"1/2-13         3/4""           USS            Brigh",,25 Pcs.,
Nuts,12772PK,"9/16-12         7/8""           USS            Brig",,25 Pcs.,
Nuts,12773PK,"5/8-11        15/16""          USS            Brigh",,25 Pcs.,
Nuts,12774PK,"3/4-10        1 1/8""          USS            Brigh",,25 Pcs.,
Nuts,12777PK,"1/4-28         7/16""                 SAE",,100 Pcs.,
Nuts,12778PK,"5/16-24         1/2""                 SAE",,100 Pcs.,
Nuts,12779PK,"3/8-24         9/16""                 SAE",,50 Pcs.,
Nuts,12780PK,"7/16-20         5/8""                 SAE",,25 Pcs.,
Nuts,12781PK,"1/2-20          3/4""                 SAE",,25 Pcs.,
Nuts,12782PK,"9/16-18          7/8""                 SAE",,25 Pcs.,
Nuts,12783PK,"5/8-18         15/16""                SAE",,25 Pcs.,
Nuts,12784PK,"3/4-16         1 1/8""                SAE",,25 Pcs.,
Nuts,15784PK,"1/4-20                 7/16""             19/32""",,100 Pcs.,
Nuts,15785PK,"5/16-18                1/2""              11/16""",,100 Pcs.,
Nuts,256PK,"3/8-16                9/16""              3/4""",,100 Pcs.,
Nuts,9078PK,"7/16-14               11/16""             15/16""",,50 Pcs.,
Nuts,12238PK,"4-40                              1/4""",,100 Pcs.,
Nuts,12239PK,"6-32                              5/16""",,100 Pcs.,
Nuts,12240PK,"8-32                             11/32""",,100 Pcs.,
Nuts,12241PK,"10-32                               3/8""",,100 Pcs.,
Nuts,101PK,"10-24                               3/8""",,100 Pcs.,
Nuts,12242PK,"12-24                              7/16""",,100 Pcs.,
Nuts,12243PK,"1/4 - 20                           7/16""",,100 Pcs.,
Nuts,12761PK,"4-40                              1/4""",,100 Pcs.,
Nuts,12762PK,"6-32                              5/16""",,100 Pcs.,
Nuts,12763PK,"8-32                             11/32""",,100 Pcs.,
Nuts,12764PK,"10-32                               3/8""",,100 Pcs.,
Nuts,12765PK,"10-24                               3/8""",,100 Pcs.,
Nuts,12766PK,"12-24                              7/16""",,100 Pcs.,
Nuts,16133PK,"6-32                       5/16""",,100 Pcs.,
Nuts,16134PK,"8-32                      11/32""",,100 Pcs.,
Nuts,16135PK,"10-24                       3/8""",,100 Pcs.,
Nuts,16136PK,"10-32                       3/8""",,100 Pcs.,
Nuts,16137PK,"12-24                      7/16""",,100 Pcs.,
Nuts,16138PK,"1/4-20                      7/16""",,100 Pcs.,
Nuts,16139PK,"5/16-18                      1/2""",,100 Pcs.,
Nuts,16140PK,"3/8-16                      9/16""",,100 Pcs.,
Nuts,10887PK,6-1.00mm Screw Size,,100 Pcs.,
Nuts,9838PK,6-1.00mm Screw Size 10mm Hex Size Black N,,,
Nuts,11326PK,1/4-20 (USS) Screw Size 100 Pcs. 100 Pcs.,Zinc Finish,100 Pcs.,
Washers,13071PK,"3/8"" Screw Size",,25 Pcs.,
Washers,4125PK,"3/8"" Screw Size",Black Finish,100 Pcs.,
Washers,4040PK,"3/8"" Shaft Diameter",Black Finish,100 Pcs.,
Washers,589PK,#5 Size,,500 Pcs.,
Washers,10475PK,#2                                         144 Pcs,,144 Pcs.,
Pins / Cotter Pins,4062PK,"1/16 x 3/4""            Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4063PK,"1/16 x 1""             Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4064PK,"1/16 x 1 1/4""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4065PK,"1/16 x 1 1/2""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4067PK,"1/16 x 2""             Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4069PK,"3/32 x 3/4""            Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4070PK,"3/32 x 1""             Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4071PK,"3/32 x 1 1/4""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4072PK,"3/32 x 1 1/2""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4074PK,"3/32 x 2""             Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4084PK,"1/8 x 3/4""            Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4086PK,"1/8 x 1""             Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4087PK,"1/8 x 1 1/4""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4088PK,"1/8 x 1 1/2""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4089PK,"1/8 x 1 3/4""           Zinc         200 Pcs.",,200 Pcs.,
Pins / Cotter Pins,4090PK,"1/8 x 2""             Zinc         200 Pcs. When ha",,200 Pcs.,
Pins / Cotter Pins,4091PK,"1/8 x 2 1/2""           Zinc         200 Pcs. it fo",,200 Pcs.,
Pins / Cotter Pins,4094PK,"5/32 x 1""             Zinc         100 Pcs. curved",,100 Pcs.,
Pins / Cotter Pins,4095PK,"5/32 x 1 1/4""           Zinc         100 Pcs. the",,100 Pcs.,
Pins / Cotter Pins,4096PK,"5/32 x 1 1/2""           Zinc         100 Pcs. This",,100 Pcs.,
Pins / Cotter Pins,4098PK,"5/32 x 2""             Zinc         100 Pcs. place.",,100 Pcs.,
Pins / Cotter Pins,4100PK,"5/32 x 2 1/2""           Zinc         100 Pcs. is n",,100 Pcs.,
Pins / Cotter Pins,4103PK,"3/16 x 1""             Zinc         100 Pcs. 3/16 x",,100 Pcs.,
Pins / Cotter Pins,4107PK,"3/16 x 2""             Zinc         100 Pcs. Twist",,100 Pcs.,
Pins / Cotter Pins,4108PK,"3/16 x 2 1/2""           Zinc         100 Pcs.",,100 Pcs.,
Pins / Cotter Pins,4112PK,"1/4 x 1""             Zinc         100 Pcs.",,100 Pcs.,
Pins / Cotter Pins,4114PK,"1/4 x 1 1/2""           Zinc         100 Pcs.",,100 Pcs.,
Pins / Cotter Pins,4116PK,"1/4 x 2""             Zinc         100 Pcs. To remo",,100 Pcs.,
