Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Drill Bits,10851PK,"1/8""               2 3/4""                 135°             Gold         HSS Coba","1/8""               2 3/4""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10852PK,"9/64""               2 7/8""                 135°             Gold         HSS Cob","9/64""               2 7/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10853PK,"5/32""               31/8""                  135°             Gold         HSS Cob","5/32""               31/8""                  135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10854PK,"11/64""              31/4""                  135°             Gold         HSS Cob","11/64""              31/4""                  135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10855PK,"3/16""               31/2""                  135°             Gold         HSS Cob","3/16""               31/2""                  135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10856PK,"13/64""              3 5/8""                 135°             Gold         HSS Cob","13/64""              3 5/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10857PK,"7/32""               3 3/4""                 135°             Gold         HSS Cob","7/32""               3 3/4""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10858PK,"15/64""              3 7/8""                 135°             Gold         HSS Cob","15/64""              3 7/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10859PK,"1/4""                   4""                 135°             Gold         HSS Coba","1/4""                   4""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10860PK,"17/64""              4 1/8""                 135°             Gold         HSS Cob","17/64""              4 1/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10861PK,"9/32""               4 1/4""                 135°             Gold         HSS Cob","9/32""               4 1/4""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10862PK,"19/64""              4 3/8""                 135°             Gold         HSS Cob","19/64""              4 3/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10863PK,"5/16""               4 1/2""                 135°             Gold         HSS Cob","5/16""               4 1/2""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10864PK,"21/64""               4 5/8""                 135°             Gold         HSS Co","21/64""               4 5/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10865PK,"11/32""              4 3/4""                 135°             Gold         HSS Cob","11/32""              4 3/4""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10866PK,"23/64""               4 7/8""                 135°             Gold         HSS Co","23/64""               4 7/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10867PK,"3/8""                   5""                 135°             Gold         HSS Coba","3/8""                   5""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
