Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Trim Panel Retainers,9373PK,"9/32"" (7mm) Hole Size 18mm Stem Length 13mm Top Head Diameter","9/32"" (7mm) Hole Size 18mm Stem Length 13mm Top Head Diameter Black Nylon Door",Black Nylon,25 Pcs.,AMC# 4005099; Chrysler # 6033862; G.M. # 796255; Navistar# 0501094C1
